tweet,user,location,date
"@cta I don't mean to be a bother about this but I'm very worried about my commute going forward, I've been doing th… https://t.co/s1zSuvK2S1",chrisisme,"Chicago, IL",2019-10-17 15:56:40
@AashaaManitou @cmzalenski @PurpleFemmedigo This is my current situation. Takes me 75-90 minutes to commute from Hy… https://t.co/aWJjwKwJEi,Hello_Gello,"Chicago, IL",2019-10-17 15:52:52
"RT @cta: Division Blue Line riders: We encourage avoiding Damen as an alternative during weekday morning rush periods and using Chicago, in…",transit_tweets,,2019-10-17 15:51:24
@cta Why is this still happening?,feentweets,"Chicago, IL",2019-10-17 15:49:45
"RT @cta: Starting Monday, O'Hare-bound trains resume stopping at Division on the Blue Line while trains toward downtown and Forest Park beg…",transit_tweets,,2019-10-17 15:47:09
"RT @cta: Division Blue Line riders: We encourage avoiding Damen as an alternative during weekday morning rush periods and using Chicago, in…",tankboy,Chicago,2019-10-17 15:44:36
"RT @cta: Division Blue Line riders: We encourage avoiding Damen as an alternative during weekday morning rush periods and using Chicago, in…",x_ajdin773_x,"Chicago, IL",2019-10-17 15:41:40
"RT @cta: ICYMI: 🚆✨ Ride the Rails is now available to stream on our Youtube channel. Experience CTA's eight rail lines in 4k, both real-tim…",unkle707,"Columbia, SC",2019-10-17 15:40:18
"RT @YoshiTheGolden: @cta I mean, trains have been standing still for at least 15 min and there's been no announcement on here or at the sta…",transit_tweets,,2019-10-17 15:39:35
"RT @cta: Starting Monday, O'Hare-bound trains resume stopping at Division on the Blue Line while trains toward downtown and Forest Park beg…",CTABlueLn,"Chicago, IL",2019-10-17 15:37:04
@sheath2 @BlockClubCHI @cta You take your logic and GET OUT OF HERE,SouthSideKyle,Chicago,2019-10-17 15:34:47
RT @cta: [Minor Delays] 63rd-bound Green Line trains are running w/residual delays following an earlier delay at Harlem. Service is resumin…,transit_tweets,,2019-10-17 15:23:07
RT @cta: Reminder: CTA is offering free rides to CPS students during school closures. The free rides are available during the regular stude…,enfynyty,"Midwest, USA",2019-10-17 15:14:01
@BlockClubCHI Here is a thought... how about the churchgoers who are worried about parking take a different mode of… https://t.co/k86e0rcF13,sheath2,"Chicago, IL",2019-10-17 15:11:22
Thank you @cta and @chicagoillinios #StreetsandSanitation for your support of @CTULocal1 today! #UnionStrong https://t.co/ao9XSKFXSC,cgwrenn,"Chicago, IL",2019-10-17 15:10:08
@cta red line 903 operator this morning is Michael Powell 2.0 and I am so here for this. #HaveAGreatDay #ThankYouForRidingTheCTARedLine,bethkitty,Chicago,2019-10-17 15:07:07
RT @cta: Reminder: CTA is offering free rides to CPS students during school closures. The free rides are available during the regular stude…,KyeMartinNBC,"Chicago, IL",2019-10-17 15:04:19
RT @cta: @brittyknows Sorry to read about this occurring. We have forwarded the feedback to Bus Ops.,transit_tweets,,2019-10-17 15:01:14
"IB @cta red line conductor one of the happiest people alive, full of wisdom, transports me to work for the 3rd or 4… https://t.co/zmJIhT845I",RadioGeris,,2019-10-17 14:59:06
RT @cta: [Significant Delays] Harlem-bound Green Line trains are standing at King Drive due to a mechanical problem on a train. Crews worki…,itsmetyrinh,"Chicago, IL",2019-10-17 14:56:33
"RT @cta: ICYMI: 🚆✨ Ride the Rails is now available to stream on our Youtube channel. Experience CTA's eight rail lines in 4k, both real-tim…",sofatoast,"Chicago, IL",2019-10-17 14:52:34
"@TeddyGreenstein Lots of logistical issues when playing on a Friday, but you did not mention public transit! Unlike… https://t.co/IuN6iDPgZr",Blockless,Close to home,2019-10-17 14:50:41
RT @cta: Reminder: CTA is offering free rides to CPS students during school closures. The free rides are available during the regular stude…,sparkchampion22,"Chicago, IL",2019-10-17 14:46:37
RT @cta: Reminder: CTA is offering free rides to CPS students during school closures. The free rides are available during the regular stude…,sm_burkard,"Midwest, USA",2019-10-17 14:43:51
It’s not even 10 AM...why do we have to wait in intervals of 15 minutes for a Forest Park blue line???? @cta #cta this is ridiculous,FrankE33731906,"Chicago, IL",2019-10-17 14:42:14
"RT @jckibbey: Shout out to the absolute boy ""The Transit Doctor"" driving our @cta train this morning, making sure riders were informed, com…",TMFreeman2,,2019-10-17 14:26:42
RT @cta: Reminder: CTA is offering free rides to CPS students during school closures. The free rides are available during the regular stude…,40thforward,,2019-10-17 14:12:14
RT @cta: Reminder: CTA is offering free rides to CPS students during school closures. The free rides are available during the regular stude…,CHI311,"Chicago, IL",2019-10-17 14:08:05
RT @cta: Reminder: CTA is offering free rides to CPS students during school closures. The free rides are available during the regular stude…,VentraChicago,"Chicago, IL",2019-10-17 14:05:47
"Yesterday, I rode on 9 @CTA buses and 4 trains. No wonder Windy only woke up long enough to 
eat and go outside. No… https://t.co/6S6DdRX144",LaurieAEakes,Chicagoland,2019-10-17 14:01:41
RT @cta: Reminder: CTA is offering free rides to CPS students during school closures. The free rides are available during the regular stude…,ElgieSims,,2019-10-17 13:51:38
"@cta Why does this happen everyday, guys?",KyleDW87,"Chicago, IL",2019-10-17 13:51:33
RT @cta: Reminder: CTA is offering free rides to CPS students during school closures. The free rides are available during the regular stude…,whatthefidd,"Chicago, IL",2019-10-17 13:51:10
RT @cta: Reminder: CTA is offering free rides to CPS students during school closures. The free rides are available during the regular stude…,LLCoolK_4,"Illinois, USA",2019-10-17 13:48:41
RT @cta: Reminder: CTA is offering free rides to CPS students during school closures. The free rides are available during the regular stude…,SenTonyMunoz,"Chicago, IL",2019-10-17 13:48:08
RT @cta: Reminder: CTA is offering free rides to CPS students during school closures. The free rides are available during the regular stude…,Oterryjo,,2019-10-17 13:46:23
RT @cta: Reminder: CTA is offering free rides to CPS students during school closures. The free rides are available during the regular stude…,SugoiDuBois,"Chicago, IL",2019-10-17 13:44:49
Can the busses in Chicago have A/C and windows that open or is that too much to ask @cta,jordangerrr,,2019-10-17 13:36:07
@MiahfromChicago @cta Get outta my face!!  Thanks!,iGotHellaSnacks,Over east,2019-10-17 13:36:07
The blue line is trash every single morning. Do better @cta,DyraBanks,Chicago,2019-10-17 13:35:55
Have you ever met anyone more spiteful than a @cta bus driver? I admire their level of petty. Truly.,RaeFaiman,chicago,2019-10-17 13:35:07
RT @cta: Reminder: CTA is offering free rides to CPS students during school closures. The free rides are available during the regular stude…,ChicagoDPD,"Chicago, Illinois",2019-10-17 13:33:12
So far one major benefit to this @CTULocal1 strike is that @cta is MUCH less crowded! #chicagoteachersstrike,sheath2,"Chicago, IL",2019-10-17 13:25:52
"Shout out to the absolute boy ""The Transit Doctor"" driving our @cta train this morning, making sure riders were inf… https://t.co/JWY0FaDhvH",jckibbey,Chicago,2019-10-17 13:24:00
RT @cta: Reminder: CTA is offering free rides to CPS students during school closures. The free rides are available during the regular stude…,AlbertTLunde,Midwest USA,2019-10-17 13:22:24
RT @cta: Reminder: CTA is offering free rides to CPS students during school closures. The free rides are available during the regular stude…,SJmcDee23,"chicago,Illinois",2019-10-17 13:19:55
RT @cta: Reminder: CTA is offering free rides to CPS students during school closures. The free rides are available during the regular stude…,transit_tweets,,2019-10-17 13:17:22
@cta Can’t wait for the power substation and signal updates to be done!! 7:30 used to be a great time to get on the train.,mellamobobby,,2019-10-17 13:14:05
"@YoshiTheGolden @cta no anncmts???? shocking that communication is a top priority or so they say, because if it wasn’t......",demschr,,2019-10-17 13:13:10
"@ChiPubSchools @cta We’re out here fighting for students, resources, and just compensation🔥
#wewillwin
#CTUstrike… https://t.co/LABsbSotbs",parsonshanged,Midwest,2019-10-17 13:12:18
RT @cta: Reminder: CTA is offering free rides to CPS students during school closures. The free rides are available during the regular stude…,ANMtg,"Chicago, IL",2019-10-17 13:12:14
RT @cta: Reminder: CTA is offering free rides to CPS students during school closures. The free rides are available during the regular stude…,DarthAlex54,"Harwood Heights, Illinois",2019-10-17 13:12:14
RT @cta: Reminder: CTA is offering free rides to CPS students during school closures. The free rides are available during the regular stude…,WGNNews,"Chicago, IL",2019-10-17 13:11:37
@cta so you’re saying that everyday The 49 bus will pass me by not once but twice bc two busses pass back to back a… https://t.co/aaoC50DsrT,vanejpeg,"Chicago, IL",2019-10-17 13:09:48
RT @cta: Reminder: CTA is offering free rides to CPS students during school closures. The free rides are available during the regular stude…,mrzsmiller,,2019-10-17 13:08:15
RT @cta: Reminder: CTA is offering free rides to CPS students during school closures. The free rides are available during the regular stude…,jamesonkincaid,People's Republic Of Chicago,2019-10-17 13:07:43
@CtaThoughts @cta Especially since they took away the #chicagoscooters that came in very handy during the bomb threat at Clark &amp; Lake.,sheath2,"Chicago, IL",2019-10-17 13:06:12
@liketherootbeer @cta A hero among men. Thank you!,grilledchzpapi,,2019-10-17 13:01:14
"@SarahJindra @cta @WGNNews This is the real tragedy this week, Sarah.",Edsdaughter49,"Chicago, IL",2019-10-17 13:00:18
@cta a station attendant tried to tell me today my folding scooter wasn't allowed in the station as it's rush hour.… https://t.co/qYrtkAELoK,chrisisme,"Chicago, IL",2019-10-17 12:50:28
@cta they are screwing in my apartment and this s*** is not in real life,majors_janice,"Oak Forest, IL",2019-10-17 12:50:00
"RT @AdamBallard81: Maddening. Free rides for students is a no-brainer, and should have happened decades ago. After you do right by our teac…",D_Stieber,Chicago,2019-10-17 12:48:50
RT @kumbutcha: solidarity is @cta bus drivers honking as they pass the @CTULocal1 strike,2ndFiddle,"Chicago, IL",2019-10-17 12:45:50
@cta his unemployment will be attacked!,majors_janice,"Oak Forest, IL",2019-10-17 12:44:39
@JonHansenTV @cta And FYI --- I HAVE BIGGEST CRUSH ON YOU!! thank you for making our community pround!🌈🌈🌈🌈🌈🌈🌈,Daveluna68W,,2019-10-17 12:40:37
"@cta once again for the idiots, it’s 40-60 out NOT 4-6, stop turning the heat on full and sweating the whole bus ou… https://t.co/3T7JWCMYWL",Aphasiatic,chicago,2019-10-17 12:39:22
@cta we need more blue line trains!! Two almost full trains at Cali at 7:30am doesn’t work.,mellamobobby,,2019-10-17 12:38:59
@SarahJindra @WGNRobin @cta @WGNNews DANCE PARTY,HarryBagel316,,2019-10-17 12:36:12
@cta he wronged a passenger he doesn't know! I have info,majors_janice,"Oak Forest, IL",2019-10-17 12:33:48
@cta CTA I'm going to take that dude's job,majors_janice,"Oak Forest, IL",2019-10-17 12:31:22
"You what, @cta? @CTAFails https://t.co/fu5DeseUoT",throwaway_acct,,2019-10-17 12:28:41
solidarity is @cta bus drivers honking as they pass the @CTULocal1 strike,kumbutcha,"Chicago, IL",2019-10-17 12:24:10
@cta please for the love of god put on the heat at the transit stops,ungracieful_,"Chicago, IL",2019-10-17 12:20:55
@_adellascio @cta Not jaded yet,OutOfKenTroll,,2019-10-17 12:20:06
"RT @SarahJindra: Good Morning.  

The CPS teacher's strike is underway.  No school today for CPS students.  Here is a list of info for pare…",davle709,"Illinois, USA",2019-10-17 12:16:43
"Maddening. Free rides for students is a no-brainer, and should have happened decades ago. After you do right by our… https://t.co/4xCbEK4StC",AdamBallard81,"Chicago, IL",2019-10-17 12:15:31
RT @cta: [Minor Delays] 63rd-bound Green Line trains are running w/residual delays following an earlier delay at Harlem. Service is resumin…,deafstrong71,"Chicago Illinois, London",2019-10-17 12:14:20
RT @rozvaronABC7: Good Thursday Morning. Covering the CPS teachers’ strike with @TBrownABC7 @BabichABC7 and @TracyButlerABC7 - @cta offerin…,krysondraa,,2019-10-17 12:14:04
@cta no 121 bus at Grand-StClair showed up within schedule 6:45 to 7:05am,KipFriel,"virginia beach, va",2019-10-17 12:03:33
RT @cta: [Significant Delays] Blue Line trains are running w/residual delays following an earlier unauthorized person on the tracks at West…,transit_tweets,,2019-10-17 11:54:00
"RT @SarahJindra: Good Morning.  

The CPS teacher's strike is underway.  No school today for CPS students.  Here is a list of info for pare…",Frannie831,Chicago,2019-10-17 11:51:56
@rozvaronABC7 @TBrownABC7 @BabichABC7 @TracyButlerABC7 @cta @ABC7Chicago Thankyou Rod and miss our puppies!,PlantmanPl,Burbank Illinois,2019-10-17 11:45:34
@CtaThoughts @cta While I miss my best friend and soulmate @RedLineCTA We’d all be S.O.L without each and every one… https://t.co/lmnz1EwQKG,RaymondKeeler,"Chicago, IL",2019-10-17 11:43:57
RT @cta: [Significant Delays] Blue Line trains are standing at Western (FP) due to an unauthorized person on the tracks. Crews working to r…,transit_tweets,,2019-10-17 11:40:37
@lilyylockwood @ABC7Chicago @TBrownABC7 @BabichABC7 @TracyButlerABC7 @cta The free CTA buses will be during the red… https://t.co/ZnSOP5eTOk,rozvaronABC7,Chicago,2019-10-17 11:34:51
@rozvaronABC7 @ABC7Chicago @TBrownABC7 @BabichABC7 @TracyButlerABC7 @cta what is free transportation to school gonn… https://t.co/6EMLIrQjWd,lilyylockwood,,2019-10-17 11:26:35
"Yep, this #CPSStrike is happening. Talk about inconvenient. Could you imagine if @cta employees went on strike? Thi… https://t.co/ukt1sqGMxT",CtaThoughts,"Chicago, IL",2019-10-17 11:26:12
"RT @SarahJindra: Good Morning.  

The CPS teacher's strike is underway.  No school today for CPS students.  Here is a list of info for pare…",54Ange,United States,2019-10-17 11:05:26
"RT @SarahJindra: Good Morning.  

The CPS teacher's strike is underway.  No school today for CPS students.  Here is a list of info for pare…",North2North,Chicago,2019-10-17 11:05:13
@SarahJindra @WGNRobin @cta @WGNNews Why?there is no school .....where they going ?,North2North,Chicago,2019-10-17 11:04:44
RT @cta: Red and Purple Modernization (RPM) work is under way! Sign up for construction alerts here: https://t.co/7MrzvrqMyJ #CTARedPurple…,RadFinch,Wherever my Heart is.,2019-10-17 11:04:36
"RT @cta: We can't keep this secret any longer 🤭! Oct 14 🎬 our most popular series  “Ride the Rails,” returns in 4k, with updated videos hig…",RadFinch,Wherever my Heart is.,2019-10-17 11:04:26
"RT @cta: [Minor Delays] 95th-bound Red Line trains are running w/residual delays following an earlier delay at Howard. Service is resuming,…",CTARedLineAlert,"Chicago, IL",2019-10-17 11:04:10
@cta Truly amazing. Thank you.,RadFinch,Wherever my Heart is.,2019-10-17 11:03:24
"RT @cta: ICYMI: 🚆✨ Ride the Rails is now available to stream on our Youtube channel. Experience CTA's eight rail lines in 4k, both real-tim…",RadFinch,Wherever my Heart is.,2019-10-17 11:02:49
RT @cta: [Minor Delays] 95th-bound Red Line trains are standing at Howard. Crews working to restore service,CTARedLineAlert,"Chicago, IL",2019-10-17 11:02:10
"RT @SarahJindra: Good Morning.  

The CPS teacher's strike is underway.  No school today for CPS students.  Here is a list of info for pare…",WGNRobin,,2019-10-17 11:00:23
"RT @SarahJindra: Good Morning.  

The CPS teacher's strike is underway.  No school today for CPS students.  Here is a list of info for pare…",deafstrong71,"Chicago Illinois, London",2019-10-17 10:46:46
"RT @SarahJindra: Good Morning.  

The CPS teacher's strike is underway.  No school today for CPS students.  Here is a list of info for pare…",ScottDelaney20,  Kankakee ,2019-10-17 10:44:24
